MariaDB [(none)]> CREATE DATABASE szkola
    -> ;
Query OK, 1 row affected (0.01 sec)

MariaDB [(none)]> USE szkola
Database changed

MariaDB [szkola]> SOURCE uczniowie.txt
Query OK, 0 rows affected (0.16 sec)

Query OK, 652 rows affected (0.11 sec)
Records: 652  Duplicates: 0  Warnings: 0

MariaDB [szkola]> SHOW TABLES
    -> ;
+------------------+
| Tables_in_szkola |
+------------------+
| uczniowie        |
+------------------+
1 row in set (0.00 sec)

MariaDB [szkola]> SELECT * FROM uczniowie
    -> ;
+-------+------------+-----------------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
| nr    | imie       | nazwisko        | matematyka | fizyka | informatyka | angielski | geografia | chemia | polski | historia | wychowawca |
| 14356 | Janusz     | Szczesny        |        2.1 |    4.6 |         3.2 |       1.6 |         3 |      3 |    5.6 |      2.9 | Mleczko    |
| 14357 | Wiktor     | Sputo           |        4.5 |    5.6 |         4.2 |       5.1 |       1.7 |      3 |    3.5 |      5.7 | Czech      |
| 14358 | Jan        | lapka           |        4.2 |    2.5 |         5.3 |       5.6 |       2.7 |    4.4 |      3 |      4.1 | Armatys    |
| 14359 | Wiktor     | Kot             |        4.9 |    2.9 |         5.6 |       4.2 |       5.6 |    1.7 |    5.2 |      5.9 | Mleczko    |
| 14360 | Miroslawa  | Siwczynska      |          3 |      4 |         2.6 |       4.5 |       1.5 |    3.7 |    2.1 |      1.2 | Stalone    |
| 14361 | Iwona      | Walczynska      |        1.9 |    2.9 |         3.4 |       3.6 |       3.4 |    3.5 |    2.3 |      1.9 | Mleczko    |
| 14362 | Barbara    | Polys           |        3.8 |    2.4 |         3.9 |       2.9 |       5.9 |    5.5 |      3 |      4.4 | Wilk       |
| 14363 | Janusz     | Siwy            |        5.3 |    3.8 |           4 |       2.2 |       5.8 |    5.9 |    1.6 |      5.7 | Sek        |
| 14364 | Jan        | Marek           |        5.1 |      4 |           4 |         6 |       1.7 |    5.5 |      2 |      3.4 | Agat       |
+-------+------------+-----------------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
652 rows in set (0.00 sec)

MariaDB [szkola]> SELECT imie, nazwisko FROM uczniowie;
+------------+-----------------+
| imie       | nazwisko        |
+------------+-----------------+
| Monika     | Frankowski      |
| Jan        | lapka           |
| Miroslawa  | Nowak           |
| Krzysztof  | Maciejak        |
| Wiktor     | Zagrodzki       |
| Feliks     | Nowak           |
| Iwona      | Zawada          |
| Jan        | Wronski         |
| Jan        | Smilek          |
| Krzysztof  | Chrusciel       |
| Boleslaw   | Dolinska        |
| Adam       | Molenda         |
| Maciej     | Piekos          |
| Tomasz     | Milos           |
| Marcin     | Czarnek         |
| Krzysztof  | Kryczko         |
| Andrzej    | Kaliszan        |
| Maria      | Marek           |
| Pawel      | Morawski        |
| Joanna     | Molenda         |
| Justyna    | Czarnek         |
| Aleksandra | Miaskiewicz     |
| Maciej     | Mitkowski       |
| Barbara    | Taczuk          |
| Michal     | Kot             |
| Cecylia    | Chrusciel       |
| Janusz     | Zawada          |
| Wiktor     | Bagsik          |
| Stefan     | Biegan          |
| Cecylia    | Molenda         |
| Miroslawa  | Budkowski       |
| Zygmunt    | Siwy            |
| Alina      | Szczerba        |
| Janusz     | Jackowski       |
| Boleslaw   | Szlachcic       |
| Iwona      | Szczesna        |
| Zygmunt    | Szczesny        |
| Cecylia    | Szostak         |
| Iwona      | Przygoda        |
| Pawel      | Gorski          |
| Mariusz    | Nowak           |
| Tomasz     | lapka           |
| Michal     | Lopacz          |
| Jaroslaw   | Nowicki         |
| Piotr      | lapka           |
| Katarzyna  | Bialy           |
| Magdalena  | Fiema           |
| Anna       | Bereta          |
| Magdalena  | Tusinski        |
| Maciej     | Sadecki         |
| lukasz     | Popielarczyk    |
| Adam       | Adamczyk        |
| Pawel      | Daniel          |
| Malgorzata | Cieluch         |
| Malgorzata | Zuchowska       |
| Sylwia     | Ospala          |
| Barbara    | Mlynarczyk      |
| Jan        | zelazny         |
| Krzysztof  | Zajac           |
| Zygmunt    | Makyla          |
| Stefan     | Kosiorowski     |
| Stefan     | Zielinski       |
| Janusz     | Wasniowska      |
| Krzysztof  | Molenda         |
| Alina      | Siemieszko      |
| Barbara    | Chrusciel       |
| Alina      | Tokarz          |
| Iwona      | Salacinski      |
| Alina      | Ksiazek         |
| Stanislaw  | Czarnek         |
| Piotr      | Nowak           |
| Patryk     | Piela           |
| lukasz     | Zabierowski     |
| Michal     | Wolanska        |
| Bartlomiej | Tworzewski      |
| Beata      | Pietras         |
| Anna       | Chrusciel       |
| Jacek      | Barcinski       |
| Bartosz    | Dudek           |
| Kinga      | lapka           |
| Jadwiga    | Bialy           |
| Grzegorz   | Zagrodzki       |
| Michal     | Wohlfeld        |
| Robert     | Kolodziej       |
| Malwina    | Mech            |
| Norbert    | Borek           |
| Izabela    | Anielski        |
| Aleksandra | Niechcial       |
| Jan        | zelazny         |
| Wiktor     | Banas           |
| Janusz     | zelazny         |
| Stefan     | Kabaj           |
| Zygmunt    | Nowak           |
| Alina      | Siwy            |
| Monika     | Czarnek         |
| Jan        | Czarnek         |
| Jan        | Zagrodzki       |
| Feliks     | Bialy           |
| Cecylia    | Chrusciel       |
| Iwona      | Madej           |
| Zygmunt    | Kot             |
| Michal     | Roczniak        |
| Witold     | Piatkowski      |
| Maciej     | Zagrodzki       |
| Piotr      | Siemieszko      |
| Justyna    | Wlodarczyk      |
| Ewa        | Belczyk         |
| Marcin     | Czarnek         |
| Tomasz     | Chrusciel       |
| Maciej     | Niemiec         |
| Michal     | Gadek           |
| Maciej     | Lencznarowicz   |
| Michal     | Czarnek         |
| Przemyslaw | Siemieszko      |
| Krystyna   | Kalita          |
| Jan        | Witkowski       |
| Alina      | Wronka          |
| Iwona      | Kot             |
| Cecylia    | Slomski         |
| Janusz     | Swiatek         |
| Feliks     | Wierzbicki      |
| Barbara    | Siwy            |
| Zygmunt    | Bialy           |
| Krzysztof  | Malec           |
| Miroslawa  | Siemieszko      |
| Iwona      | Szefer          |
| Barbara    | Bialy           |
| Alina      | Kot             |
| Stefan     | Majsak          |
| Janusz     | Krupa           |
| Jan        | Lumielski       |
| Anna       | Szostak         |
| Slawa      | Marek           |
| Marcelina  | Marek           |
| Anna       | Kolodziejczyk   |
| Anna       | Szczesna        |
| Maciej     | Sliwa           |
| Dorota     | Kot             |
| Jaroslaw   | Marek           |
| Michal     | Zagrodzki       |
| Marcin     | Zieba           |
| Michalina  | Mateszew        |
| Anna       | Bros            |
| Cecylia    | Szczesna        |
| Krzysztof  | Kot             |
| Barbara    | Policht         |
| Miroslawa  | Kulaj           |
| Jan        | Bialy           |
| Iwona      | Taczuk          |
| Jan        | Czarnek         |
| Boleslaw   | Marek           |
| Feliks     | lapka           |
| Zygmunt    | Szczesny        |
| Zygmunt    | Chrusciel       |
| Stefan     | Kot             |
| Boleslaw   | Kozlowski       |
| Feliks     | Osika           |
| Iwona      | Bohosiewicz     |
| Marcin     | Szczesny        |
| Jan        | Zagrodzki       |
| Piotr      | Ospala          |
| Renata     | Siwy            |
| Maciej     | Izdebska        |
| Katarzyna  | Sliwka          |
| Maciej     | Nowak           |
| Wawrzyniec | Czarnek         |
| Agata      | Kozlowski       |
| Marek      | Szczesny        |
| Ewa        | Kluta           |
| Iwona      | Ploszaj         |
| Marcelina  | Kamisinski      |
| Iwona      | Marek           |
| Monika     | Gasior          |
| Monika     | Nowak           |
| Iwona      | Zimirski        |
| Miroslawa  | Szostek         |
| Barbara    | zelazny         |
| Janusz     | Siwy            |
| Boleslaw   | Balwierz        |
| Piotr      | Siemieszko      |
| Roman      | Mika            |
| Pawel      | Wnek            |
| Michal     | Sliwa           |
| Roman      | Marek           |
| Marcin     | Nowak           |
| Krzysztof  | Kot             |
| Piotr      | Marek           |
| Jan        | Siwy            |
| Bartlomiej | Zawada          |
| Malgorzata | Kania           |
| Robert     | Marek           |
| Marek      | Stec            |
| Maria      | Oles            |
| Karol      | Rogoz           |
| Patryk     | Chudzik         |
| Waldemar   | Kot             |
| Agnieszka  | Zawada          |
| Agnieszka  | Nowak           |
| Alina      | Augustynska     |
| Stefan     | Zawada          |
| Feliks     | Zawada          |
| Zygmunt    | Siemieszko      |
| Monika     | Zagrodzki       |
| Krzysztof  | Marek           |
| Janusz     | Nowak           |
| Boleslaw   | Zawada          |
| Feliks     | lapka           |
| Iwona      | Iwo             |
| Feliks     | Szmigielska     |
| Jan        | Zawada          |
| Feliks     | Chrusciel       |
| Boleslaw   | Nowak           |
| Zygmunt    | zelazny         |
| Jan        | Molenda         |
| Michal     | Mazur           |
| Wiktor     | Kot             |
| Szczepan   | Sobota          |
| Grzegorz   | Wasielak        |
| Piotr      | Czarnek         |
| Krzysztof  | Klos            |
| Jacek      | Boduch          |
| Anna       | Siemieszko      |
| Filip      | Siemieszko      |
| Piotr      | Pyla            |
| Anna       | Dudzinski       |
| Dominika   | Molenda         |
| Jakub      | Molenda         |
| Aleksandra | Gruca           |
| Katarzyna  | Bednarczyk      |
| Marcelina  | Molenda         |
| Konstanty  | Nowak           |
| Miroslawa  | zelazny         |
| Wiktor     | Pasieka         |
| Wiktor     | zelazny         |
| Alina      | Szatylowicz     |
| Jan        | Dudek           |
| Cecylia    | Nowak           |
| Barbara    | Bialy           |
| Alina      | Winogrodzki     |
| Monika     | Zawada          |
| Zygmunt    | Szczesny        |
| Iwona      | lapka           |
| Iwona      | zelazny         |
| Miroslawa  | lapka           |
| Boleslaw   | Marek           |
| Krzysztof  | Szczesny        |
| Wiktor     | Famielec        |
| Sebastian  | Pawlik          |
| Rafal      | Chrusciel       |
| Katarzyna  | Slabiak         |
| Maciej     | Orlowska        |
| Jakub      | Bialy           |
| Pawel      | Kot             |
| Katarzyna  | Zimny           |
| Jakub      | Eminowicz       |
| Szymon     | Nowak           |
| Pawel      | Trzebiatowski   |
| Wojciech   | Gwizdz          |
| Agata      | Bobrowski       |
| Barbara    | Szczesna        |
| Jan        | Musiewicz       |
| Jan        | Czarnek         |
| Stefan     | Piekarz         |
| Stefan     | Bialy           |
| Boleslaw   | Rojek           |
| Miroslawa  | Nowak           |
| Janusz     | Kolek           |
| Jan        | Gawron          |
| Iwona      | Zawada          |
| Krzysztof  | Wojtas          |
| Wiktor     | Taczuk          |
| Michal     | Szczesny        |
| Joanna     | Stypula         |
| Karolina   | lapka           |
| Barbara    | lapka           |
| Marek      | Molenda         |
| Marcin     | Ogrodniczak     |
| Izabela    | Lechowska       |
| Joanna     | Bialy           |
| Katarzyna  | Zajonc          |
| Agata      | Jasinski        |
| Magdalena  | Chrusciel       |
| Magdalena  | Leszczynski     |
| Iwona      | Toton           |
| Monika     | Ospala          |
| Zygmunt    | Bialy           |
| Stefan     | Pajak           |
| Iwona      | Szybowski       |
| Stefan     | Borowicz        |
| Monika     | Muszynska       |
| Miroslawa  | Wiensak         |
| Miroslawa  | zelazny         |
| Boleslaw   | Siemieszko      |
| Iwona      | Cieslik         |
| Iwona      | Broniek         |
| lukasz     | Molenda         |
| Jan        | Jasinski        |
| Dominik    | zelazny         |
| Wojciech   | Kobus           |
| Pawel      | Nowak           |
| Rafal      | Wrobel          |
| Teresa     | Basista         |
| Agnieszka  | Butscher        |
| Karol      | Nowak           |
| Helena     | Siemieszko      |
| Paulina    | Kucharski       |
| Kamila     | Chrusciel       |
| Aleksandra | Kot             |
| Miroslawa  | Siuta           |
| Alina      | Cwik            |
| Barbara    | Chrusciel       |
| Monika     | Marek           |
| Janusz     | Witkowska       |
| Krzysztof  | Marek           |
| Feliks     | Banas           |
| Cecylia    | Kot             |
| Monika     | Trzopek         |
| Maciej     | Siwy            |
| Maciej     | Zawada          |
| Maciej     | Zagrodzki       |
| Urszula    | Bialic          |
| lukasz     | Siemieszko      |
| Dorota     | Siemieszko      |
| Izabela    | Zagrodzki       |
| Anna       | zelazny         |
| Radoslaw   | Zietara         |
| Barbara    | Molenda         |
| Maciej     | Seruga          |
| Anna       | Brodowicz       |
| Maciej     | Olek            |
| Magdalena  | Depinska        |
| Karolina   | Nucinska        |
| Tina       | Marek           |
| Jan        | Jakobik         |
| Cecylia    | lapka           |
| Zygmunt    | Torba           |
| Cecylia    | Rudnicki        |
| Wiktor     | Ludwin          |
| Cecylia    | Daria           |
| Boleslaw   | Bialy           |
| Stefan     | Krzysztofinski  |
| Wiktor     | lapka           |
| Janusz     | zelazny         |
| Alina      | Ospala          |
| Monika     | Szczesna        |
| Boleslaw   | Misiuda         |
| Iwona      | Gurba           |
| Tomasz     | Kot             |
| Piotr      | Kosek           |
| Leszek     | Szczesny        |
| Dagmara    | Ospala          |
| Magdalena  | Sobolewska      |
| Magdalena  | Sroka           |
| Agnieszka  | Nowak           |
| Tomasz     | Marek           |
| Agnieszka  | Michaliszyn     |
| Gabriela   | Drahus          |
| Teresa     | Dolny           |
| Dariusz    | Zagrodzki       |
| Paulina    | Malecka         |
| Joanna     | Hajto           |
| Janusz     | Zawada          |
| Monika     | Grzesiak        |
| Cecylia    | Janus           |
| Cecylia    | Chrusciel       |
| Boleslaw   | Dospial         |
| Janusz     | Zagrodzki       |
| Krzysztof  | Kraj            |
| Monika     | Turczyk         |
| Jan        | Siwy            |
| Monika     | Miskowiec       |
| Boleslaw   | Chrusciel       |
| Cecylia    | Marek           |
| Wiktor     | Madrzyk         |
| Feliks     | Zawada          |
| lukasz     | Kania           |
| Aleksandra | Tokarz          |
| Stefania   | Michta          |
| Marta      | Palka           |
| Jakub      | Kwater          |
| Krzysztof  | Siemieszko      |
| Malgorzata | Kot             |
| Magdalena  | Chrusciel       |
| Jakub      | Zawada          |
| Piotr      | Zapala          |
| Jolanta    | Kucma           |
| Aleksander | zelazny         |
| Bartlomiej | Maslowski       |
| Urszula    | Macieik         |
| Marta      | Wojtowicz       |
| Kamil      | Czarnek         |
| Szymon     | Oliwa           |
| Michal     | Czarnek         |
| Elzbieta   | Nowak           |
| Maria      | Mojsa           |
| Feliks     | Bialy           |
| Miroslawa  | Michalek        |
| Janusz     | lapka           |
| Boleslaw   | lapka           |
| Miroslawa  | Stankiewicz     |
| Monika     | Mizianty        |
| Miroslawa  | Szczesna        |
| Feliks     | Molenda         |
| Jan        | Ospala          |
| Monika     | lapka           |
| Cecylia    | Zagorski        |
| Boleslaw   | Szczesny        |
| Miroslawa  | Szczesna        |
| Feliks     | Bialy           |
| Janusz     | Nowak           |
| Jakub      | Siemieszko      |
| Piotr      | Szczesny        |
| Tomasz     | Kot             |
| Sebastian  | Siemieszko      |
| Tomasz     | Szczepankiewicz |
| Piotr      | Niechaj         |
| Jan        | Chrusciel       |
| Anna       | Marek           |
| Anna       | Molenda         |
| Pawel      | Marek           |
| Paula      | Nowak           |
| Piotr      | Mackiewicz      |
| Anna       | Trzmiel         |
| Jan        | Dec             |
| Janusz     | Ostachowicz     |
| Miroslawa  | Siemieszko      |
| Jan        | Nowak           |
| Cecylia    | Czarnik         |
| Monika     | Szczesna        |
| Jan        | Wasik           |
| Wiktor     | Czarnek         |
| Krzysztof  | Zajac           |
| Krzysztof  | Chrusciel       |
| Zygmunt    | Zagrodzki       |
| Alina      | Cabaj           |
| Anna       | Kryszkiewicz    |
| Wojciech   | Kot             |
| Pawel      | Wilczek         |
| Anna       | Grabska         |
| Natalia    | Cichon          |
| Monika     | Zawada          |
| Rafal      | Tomczyk         |
| Michal     | Szczesny        |
| Beata      | Molenda         |
| Magdalena  | Kajda           |
| Anna       | Sitko           |
| Nadia      | Bialy           |
| Karolina   | Swierk          |
| Agnieszka  | Nowak           |
| Marek      | Czubak          |
| Boleslaw   | Szczepaniec     |
| Wiktor     | Siwy            |
| Miroslawa  | Brozek          |
| Jan        | Szczesny        |
| Miroslawa  | Nowak           |
| Barbara    | Joanna          |
| Janusz     | Swiderska       |
| Krzysztof  | Pohorecka       |
| Feliks     | Mach            |
| Feliks     | Peszt           |
| Stefan     | Siwy            |
| Krzysztof  | Siwy            |
| Jan        | Ospala          |
| Jan        | Malczyk         |
| Monika     | zelazny         |
| Zygmunt    | Klucinska       |
| Grzegorz   | Urbaniec        |
| Agnieszka  | Marek           |
| Dorota     | Statkiewicz     |
| Michal     | Mardosz         |
| Marcin     | Radecka         |
| Bartlomiej | Zawada          |
| Michal     | Marek           |
| Maria      | Nowak           |
| Joanna     | Szczesna        |
| Stefan     | lapka           |
| Jan        | Siwy            |
| Monika     | Ospala          |
| Boleslaw   | Kurek           |
| Boleslaw   | Kmiec           |
| Wiktor     | Kolodziejczyk   |
| Janusz     | Siwy            |
| Barbara    | Czarnek         |
| Jan        | Siemieszko      |
| Feliks     | Sokolowski      |
| Stefan     | Marek           |
| Stefan     | Tokarski        |
| Iwona      | Siemieszko      |
| Feliks     | Kot             |
| Janusz     | Bialy           |
| Cecylia    | Czarnek         |
| Boleslaw   | Czarnek         |
| Monika     | Golec           |
| Wojciech   | Czarnek         |
| Bogumil    | Chrusciel       |
| Olga       | Kujdowicz       |
| Karolina   | Kwiecien        |
| Anna       | lapka           |
| Katarzyna  | Zawada          |
| Marcin     | Chrusciel       |
| Katarzyna  | Kot             |
| Parys      | Balas           |
| Wojciech   | Gad             |
| Michal     | lapka           |
| Maciej     | Marek           |
| Paulina    | Kot             |
| Joanna     | Zawada          |
| Krystian   | Stefaniak       |
| Aleksandra | Kramarczyk      |
| Zygmunt    | Janeczek        |
| Zygmunt    | Rudnicka        |
| Alina      | Augustynska     |
| Feliks     | Siemieszko      |
| Stefan     | Zawada          |
| Iwona      | Oles            |
| Iwona      | Bakowska        |
| Jan        | Bialy           |
| Monika     | Marek           |
| Boleslaw   | Szczesny        |
| Miroslawa  | Wojcik          |
| Alina      | Kolarz          |
| Janusz     | Szumylowicz     |
| Krzysztof  | Zagrodzki       |
| Stefan     | Bagsik          |
| Jan        | Klimkiewicz     |
| Krzysztof  | Nowak           |
| Feliks     | Godowski        |
| Wojciech   | Dyrek           |
| Magdalena  | Molenda         |
| Jan        | Olszewski       |
| Andrzej    | Szydlak         |
| Artur      | Chechelski      |
| Sebastian  | Gryga           |
| Jacek      | Kolodziejczyk   |
| Marcin     | Gora            |
| Beata      | Zachorowska     |
| Patryk     | Malczyk         |
| Kamil      | Siemieszko      |
| Michal     | Mis             |
| Anna       | lapka           |
| Adam       | Chrusciel       |
| Justyna    | Szewczyk        |
| Jakub      | Chrusciel       |
| Anna       | Marek           |
| Cecylia    | Kaczmarczyk     |
| Krzysztof  | Szczesny        |
| Feliks     | Czarnek         |
| Boleslaw   | Siemieszko      |
| Cecylia    | Nowak           |
| Janusz     | Zagrodzki       |
| Iwona      | Zawada          |
| Jan        | Piwowarczyk     |
| Feliks     | Zagrodzki       |
| Barbara    | Witkowska       |
| Stefan     | Lepiarczyk      |
| Krzysztof  | Siwy            |
| Krzysztof  | Zagrodzki       |
| Boleslaw   | Zagrodzki       |
| Wiktor     | Biborski        |
| Janusz     | Chociej         |
| Zygmunt    | Langman         |
| Monika     | Kot             |
| Anna       | Bialy           |
| Grzegorz   | Holda           |
| Marcin     | Wroblewski      |
| Sylwia     | lapka           |
| Katarzyna  | Grzybowska      |
| Anna       | Ciaptacz        |
| Michal     | Zagorski        |
| Mateusz    | Kotarba         |
| Amelia     | Nowak           |
| Aleksandra | Molenda         |
| Daniel     | Wilkosz         |
| Paulina    | Ospala          |
| Katarzyna  | Nanus           |
| Malgorzata | Szczesna        |
| Stefan     | Adamczak        |
| Alina      | Skarbek         |
| Janusz     | Telejko         |
| Krzysztof  | Kowalski        |
| Iwona      | Augustynska     |
| Stefan     | Molenda         |
| Monika     | zelazny         |
| Cecylia    | Siwy            |
| Miroslawa  | Kot             |
| Grzegorz   | Maciarz         |
| Joanna     | Siemieszko      |
| Karolina   | Bachus          |
| Szymon     | Szczesny        |
| lukasz     | Ponisz          |
| Barbara    | Siwy            |
| Karolina   | Czarnecki       |
| Marcin     | Pyzik           |
| Antoni     | Kurowski        |
| Stefan     | Molenda         |
| Cecylia    | Szczesna        |
| Stefan     | Bernacki        |
| Krzysztof  | Marzec          |
| Jan        | Zawada          |
| Cecylia    | Chrusciel       |
| Cecylia    | Janiga          |
| Stefan     | Szczesny        |
| Alina      | Chrusciel       |
| Janusz     | lapka           |
| Iwona      | Wytwinowska     |
| Michal     | Molenda         |
| Jan        | Zawada          |
| Tomasz     | Nowak           |
| Maria      | Maczka          |
| Rafal      | Zawada          |
| Justyna    | Kadziola        |
| Mariola    | Sawicka         |
| Aleksandra | Brzostek        |
| Gabriela   | lapka           |
| Krzysztof  | Szczesny        |
| Stefan     | Ospala          |
| Iwona      | Kalamar         |
| Wiktor     | Blazowski       |
| Cecylia    | Molenda         |
| Barbara    | Nowak           |
| Janusz     | Kot             |
| Feliks     | Czarnek         |
| Alina      | Bialy           |
| Alina      | Ciaptacz        |
| Boleslaw   | Duraj           |
| Alina      | Zawada          |
| Eryk       | Zuzek           |
| Michal     | Molenda         |
| Grzegorz   | Wo?niak         |
| Jakub      | Ospala          |
| Piotr      | Marek           |
| Magdalena  | Nowak           |
| Katarzyna  | Karbowniczek    |
| Jan        | Ospala          |
| Krzysztof  | Zagrodzki       |
| Pawel      | Siemieszko      |
| Tomasz     | Kubera          |
| Andrzej    | Sokolowska      |
| Aleksandra | Chrusciel       |
| Joanna     | Janiszewska     |
| Bogumila   | Raj             |
| Anna       | Zawada          |
| Mateusz    | zaba            |
| Janusz     | Szczesny        |
| Wiktor     | Sputo           |
| Jan        | lapka           |
| Wiktor     | Kot             |
| Miroslawa  | Siwczynska      |
| Iwona      | Walczynska      |
| Barbara    | Polys           |
| Janusz     | Siwy            |
| Jan        | Marek           |
+------------+-----------------+
652 rows in set (0.00 sec)

MariaDB [szkola]> SELECT imie, nazwisko, matematyka+1 AS nowa_ocena FROM uczniowie;
+------------+-----------------+--------------------+
| imie       | nazwisko        | nowa_ocena         |
+------------+-----------------+--------------------+
| Monika     | Frankowski      |  5.599999904632568 |
| Jan        | lapka           |  6.300000190734863 |
| Miroslawa  | Nowak           |                  6 |
| Krzysztof  | Maciejak        |  5.199999809265137 |
| Wiktor     | Zagrodzki       |  3.299999952316284 |
| Feliks     | Nowak           |  5.199999809265137 |
| Iwona      | Zawada          |  4.700000047683716 |
| Jan        | Wronski         |  5.800000190734863 |
| Jan        | Smilek          |                4.5 |
| Krzysztof  | Chrusciel       |  4.900000095367432 |
| Boleslaw   | Dolinska        |  6.699999809265137 |
| Adam       | Molenda         |  2.899999976158142 |
| Maciej     | Piekos          | 3.5999999046325684 |
| Tomasz     | Milos           |  5.400000095367432 |
| Marcin     | Czarnek         |  4.299999952316284 |
| Krzysztof  | Kryczko         |  5.699999809265137 |
| Andrzej    | Kaliszan        |  2.600000023841858 |
| Maria      | Marek           |  4.099999904632568 |
| Pawel      | Morawski        |  3.799999952316284 |
| Joanna     | Molenda         |  4.700000047683716 |
| Justyna    | Czarnek         |  2.799999952316284 |
| Aleksandra | Miaskiewicz     | 3.4000000953674316 |
| Maciej     | Mitkowski       |  5.199999809265137 |
| Barbara    | Taczuk          |  6.400000095367432 |
| Michal     | Kot             |  4.700000047683716 |
| Cecylia    | Chrusciel       |  2.100000023841858 |
| Janusz     | Zawada          |  5.900000095367432 |
| Wiktor     | Bagsik          |                3.5 |
| Stefan     | Biegan          |                  3 |
| Cecylia    | Molenda         | 3.5999999046325684 |
| Miroslawa  | Budkowski       |  6.400000095367432 |
| Zygmunt    | Siwy            |  6.400000095367432 |
| Alina      | Szczerba        |  2.399999976158142 |
| Janusz     | Jackowski       |                  4 |
| Boleslaw   | Szlachcic       |  2.399999976158142 |
| Iwona      | Szczesna        |  5.599999904632568 |
| Zygmunt    | Szczesny        |                2.5 |
| Cecylia    | Szostak         |  5.599999904632568 |
| Iwona      | Przygoda        |  5.900000095367432 |
| Pawel      | Gorski          |                  4 |
| Mariusz    | Nowak           |  4.900000095367432 |
| Tomasz     | lapka           |  6.699999809265137 |
| Michal     | Lopacz          |                  4 |
| Jaroslaw   | Nowicki         |  2.799999952316284 |
| Piotr      | lapka           |  3.200000047683716 |
| Katarzyna  | Bialy           |  4.299999952316284 |
| Magdalena  | Fiema           |  2.600000023841858 |
| Anna       | Bereta          |  5.099999904632568 |
| Magdalena  | Tusinski        |  2.200000047683716 |
| Maciej     | Sadecki         |  2.100000023841858 |
| lukasz     | Popielarczyk    |  2.799999952316284 |
| Adam       | Adamczyk        |  4.700000047683716 |
| Pawel      | Daniel          |                  2 |
| Malgorzata | Cieluch         |                5.5 |
| Malgorzata | Zuchowska       |  2.200000047683716 |
| Sylwia     | Ospala          |  5.400000095367432 |
| Barbara    | Mlynarczyk      | 3.0999999046325684 |
| Jan        | zelazny         |  5.400000095367432 |
| Krzysztof  | Zajac           |  6.300000190734863 |
| Zygmunt    | Makyla          |  6.199999809265137 |
| Stefan     | Kosiorowski     |  2.700000047683716 |
| Stefan     | Zielinski       |  6.800000190734863 |
| Janusz     | Wasniowska      |  2.799999952316284 |
| Krzysztof  | Molenda         |                4.5 |
| Alina      | Siemieszko      | 3.4000000953674316 |
| Barbara    | Chrusciel       |  3.299999952316284 |
| Alina      | Tokarz          |  4.200000047683716 |
| Iwona      | Salacinski      |  6.599999904632568 |
| Alina      | Ksiazek         |  4.700000047683716 |
| Stanislaw  | Czarnek         |  2.100000023841858 |
| Piotr      | Nowak           |                  6 |
| Patryk     | Piela           |                  2 |
| lukasz     | Zabierowski     |  5.300000190734863 |
| Michal     | Wolanska        |  4.099999904632568 |
| Bartlomiej | Tworzewski      |  3.299999952316284 |
| Beata      | Pietras         |  6.699999809265137 |
| Anna       | Chrusciel       |                4.5 |
| Jacek      | Barcinski       |  2.899999976158142 |
| Bartosz    | Dudek           |  2.299999952316284 |
| Kinga      | lapka           |  6.199999809265137 |
| Jadwiga    | Bialy           |  4.700000047683716 |
| Grzegorz   | Zagrodzki       |                  7 |
| Michal     | Wohlfeld        |                  6 |
| Robert     | Kolodziej       | 3.4000000953674316 |
| Malwina    | Mech            |  4.700000047683716 |
| Norbert    | Borek           |  6.099999904632568 |
| Izabela    | Anielski        |  2.799999952316284 |
| Aleksandra | Niechcial       |  6.800000190734863 |
| Jan        | zelazny         |  6.300000190734863 |
| Wiktor     | Banas           |  2.899999976158142 |
| Janusz     | zelazny         |                2.5 |
| Stefan     | Kabaj           |  4.900000095367432 |
| Zygmunt    | Nowak           |  6.599999904632568 |
| Alina      | Siwy            |  4.299999952316284 |
| Monika     | Czarnek         |  6.599999904632568 |
| Jan        | Czarnek         |  2.100000023841858 |
| Jan        | Zagrodzki       |  6.099999904632568 |
| Feliks     | Bialy           |  5.800000190734863 |
| Cecylia    | Chrusciel       |                  3 |
| Iwona      | Madej           |  5.400000095367432 |
| Zygmunt    | Kot             |  6.900000095367432 |
| Michal     | Roczniak        |  3.799999952316284 |
| Witold     | Piatkowski      |                  4 |
| Maciej     | Zagrodzki       |                  3 |
| Piotr      | Siemieszko      |  3.299999952316284 |
| Justyna    | Wlodarczyk      |  2.299999952316284 |
| Ewa        | Belczyk         |                6.5 |
| Marcin     | Czarnek         |                2.5 |
| Tomasz     | Chrusciel       |  2.799999952316284 |
| Maciej     | Niemiec         |  2.399999976158142 |
| Michal     | Gadek           |  4.099999904632568 |
| Maciej     | Lencznarowicz   |  3.700000047683716 |
| Michal     | Czarnek         |  5.800000190734863 |
| Przemyslaw | Siemieszko      | 3.5999999046325684 |
| Krystyna   | Kalita          |  4.099999904632568 |
| Jan        | Witkowski       |  4.099999904632568 |
| Alina      | Wronka          |                  7 |
| Iwona      | Kot             |  2.100000023841858 |
| Cecylia    | Slomski         |                3.5 |
| Janusz     | Swiatek         |  3.799999952316284 |
| Feliks     | Wierzbicki      |                  4 |
| Barbara    | Siwy            |  6.300000190734863 |
| Zygmunt    | Bialy           |  5.300000190734863 |
